arxiv_id,title,authors,comments,journal_ref,subjects,abstract_url,pdf_url,html_url,other_formats_url
arXiv:2501.01185,Measurable Improvement in Multi-Qubit Readout Using a Kinetic Inductance Traveling Wave Parametric Amplifier,"M.A. Castellanos-Beltran, L. Howe, A. Giachero, M.R. Vissers, D. Labranca, J.N. Ullom, P.F. Hopkins",,,Quantum Physics (quant-ph); Superconductivity (cond-mat.supr-con),https://arxiv.org/abs/2501.01185,https://arxiv.org/pdf/2501.01185,https://arxiv.org/html/2501.01185v1,https://arxiv.org/format/2501.01185
arXiv:2501.01214,Symmetric quantum computation,"Davi Castro-Silva, Tom Gur, Sergii Strelchuk",,,Quantum Physics (quant-ph); Computational Complexity (cs.CC),https://arxiv.org/abs/2501.01214,https://arxiv.org/pdf/2501.01214,https://arxiv.org/html/2501.01214v1,https://arxiv.org/format/2501.01214
arXiv:2501.01249,Recurrence Criteria for Reducible Homogeneous Open Quantum Walks on the Line,Newton Loebens,,,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01249,https://arxiv.org/pdf/2501.01249,https://arxiv.org/html/2501.01249v2,https://arxiv.org/format/2501.01249
arXiv:2501.01301,Four-Qubit Variational Algorithms in Silicon Photonics with Integrated Entangled Photon Sources,"Alessio Baldazzi, Matteo Sanna, Massimo Borghi, Stefano Azzini, Lorenzo Pavesi","42 pages, 13 figures",,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01301,https://arxiv.org/pdf/2501.01301,https://arxiv.org/html/2501.01301v1,https://arxiv.org/format/2501.01301
arXiv:2501.01309,Constructive impact of Wannier-Stark field on environment-boosted quantum batteries,"Animesh Ghosh, Tanoy Kanti Konar, Leela Ganesh Chandra Lakkaraju, Aditi Sen De","10 pages, 8 figures",,Quantum Physics (quant-ph); Quantum Gases (cond-mat.quant-gas); Strongly Correlated Electrons (cond-mat.str-el),https://arxiv.org/abs/2501.01309,https://arxiv.org/pdf/2501.01309,https://arxiv.org/html/2501.01309v1,https://arxiv.org/format/2501.01309
arXiv:2501.01385,Vacuum-induced atomic grating,"Muhammad Shuraim, Muhammad Waseem, Shahid Qamar, Muhammad Irfan","8 pages, 8 figures","Phys. Rev. A 110, 063717 (2024)",Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01385,https://arxiv.org/pdf/2501.01385,https://arxiv.org/html/2501.01385v1,https://arxiv.org/format/2501.01385
arXiv:2501.01391,Parallel assembly of neutral atom arrays with an SLM using linear phase interpolation,"Ivo H. A. Knottnerus, Yu Chih Tseng, Alexander Urech, Robert J. C. Spreeuw, Florian Schreck","Fixed correction formula in Appendix B, which lead to slight changes in reported values",,Quantum Physics (quant-ph); Atomic Physics (physics.atom-ph),https://arxiv.org/abs/2501.01391,https://arxiv.org/pdf/2501.01391,https://arxiv.org/html/2501.01391v3,https://arxiv.org/format/2501.01391
arXiv:2501.01412,Polynomial Time Quantum Gibbs Sampling for Fermi-Hubbard Model at any Temperature,"Štěpán Šmíd, Richard Meister, Mario Berta, Roberto Bondesan","35 pages, 8 figures. Version 2 includes new results on rapid mixing of free fermions and a method for calculating the partition function",,Quantum Physics (quant-ph); Mathematical Physics (math-ph),https://arxiv.org/abs/2501.01412,https://arxiv.org/pdf/2501.01412,,https://arxiv.org/format/2501.01412
arXiv:2501.01415,Casimir Effect in Stochastic Semi-Classical Gravity,"M.Hossein. B.Khoshnevis, Sadaf Ebadi, M. Reza Lahooti, Reza Pirmoradian",12 pages and 6 figures,,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01415,https://arxiv.org/pdf/2501.01415,https://arxiv.org/html/2501.01415v1,https://arxiv.org/format/2501.01415
arXiv:2501.01455,Loschmidt Echo for edge of chaos and chaotic sea in Standard Map: Cases Study,Wenjun Shi,"104 pages, 61 figures. arXiv admin note: text overlap with arXiv:0908.0702 by other authors",,Quantum Physics (quant-ph); Chaotic Dynamics (nlin.CD),https://arxiv.org/abs/2501.01455,https://arxiv.org/pdf/2501.01455,,https://arxiv.org/format/2501.01455
arXiv:2501.01507,Transfer Learning Analysis of Variational Quantum Circuits,"Huan-Hsin Tseng, Hsin-Yi Lin, Samuel Yen-Chi Chen, Shinjae Yoo",Published at ICASSP 2025,,Quantum Physics (quant-ph); Artificial Intelligence (cs.AI); Machine Learning (cs.LG),https://arxiv.org/abs/2501.01507,https://arxiv.org/pdf/2501.01507,https://arxiv.org/html/2501.01507v2,https://arxiv.org/format/2501.01507
arXiv:2501.01553,Developing a practical model for noise in entangled photon detection,"Taman Truong, Christian Arenz, Joseph M. Lukens","17 pages, 4 figures",,Quantum Physics (quant-ph); Optics (physics.optics),https://arxiv.org/abs/2501.01553,https://arxiv.org/pdf/2501.01553,https://arxiv.org/html/2501.01553v1,https://arxiv.org/format/2501.01553
arXiv:2501.01603,pyBoLaNO: A Python symbolic package for normal ordering involving bosonic ladder operators,"Hendry M. Lim, Donny Dwiputra, M. Shoufie Ukhtary, Ahmad R. T. Nugraha","14 pages, 2 figures; GitHub repository at this https URL More detailed analysis in the Performance section; Addressed the ambiguity in the terminology; Added LaTeX renders of the demonstration outputs; Typesetting fixes and other small tweaks",Computer Physics Communications 313 (2025); 109622,Quantum Physics (quant-ph); Mathematical Physics (math-ph); Computational Physics (physics.comp-ph),https://arxiv.org/abs/2501.01603,https://arxiv.org/pdf/2501.01603,,https://arxiv.org/format/2501.01603
arXiv:2501.01646,Noise-Mitigated Variational Quantum Eigensolver with Pre-training and Zero-Noise Extrapolation,"Wanqi Sun, Jungang Xu, Chenghua Duan",Accepted to IEEE ICASSP 2025,,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01646,https://arxiv.org/pdf/2501.01646,https://arxiv.org/html/2501.01646v2,https://arxiv.org/format/2501.01646
arXiv:2501.01647,Quantum state transfer of superposed multi-photon states via phonon-induced dynamic resonance in an optomechanical system,"Xuanloc Leu, Xuan-Hoai Thi Nguyen, Jinhyoung Lee",8 figures,,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01647,https://arxiv.org/pdf/2501.01647,https://arxiv.org/html/2501.01647v1,https://arxiv.org/format/2501.01647
arXiv:2501.01731,Coherent control over the high-dimensional space of the nuclear spin of alkaline-earth atoms,"Husain Ahmed, Andrea Litvinov, Pauline Guesdon, Etienne Maréchal, John H. Huckans, Benjamin Pasquiou, Bruno Laburthe-Tolra, Martin Robert-de-Saint-Vincent",,,Quantum Physics (quant-ph); Quantum Gases (cond-mat.quant-gas); Atomic Physics (physics.atom-ph),https://arxiv.org/abs/2501.01731,https://arxiv.org/pdf/2501.01731,https://arxiv.org/html/2501.01731v2,https://arxiv.org/format/2501.01731
arXiv:2501.01745,Topological quantum compilation of metaplectic anyons based on the genetic optimized algorithms,"Jiangwei Long, Jianxin Zhong, Lijun Meng",,,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01745,https://arxiv.org/pdf/2501.01745,https://arxiv.org/html/2501.01745v4,https://arxiv.org/format/2501.01745
arXiv:2501.01746,Genetic algorithm enhanced Solovay-Kitaev algorithm for quantum compiling,"Jiangwei Long, Xuyang Huang, Jianxin Zhong, Lijun Meng",,,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01746,https://arxiv.org/pdf/2501.01746,,https://arxiv.org/format/2501.01746
arXiv:2501.01810,Speeding up Lindblad dynamics via time-rescaling engineering,Bertúlio de Lima Bernardo,"9 pages, 5 figures",,Quantum Physics (quant-ph); Atomic Physics (physics.atom-ph),https://arxiv.org/abs/2501.01810,https://arxiv.org/pdf/2501.01810,https://arxiv.org/html/2501.01810v2,https://arxiv.org/format/2501.01810
arXiv:2501.01843,A stable phase-locking-free single beam optical lattice with multiple configurations,"Yirong Wang, Xiaoyu Dai, Xue Zhao, Guangren Sun, Kuiyi Gao, Wei Zhang",,,Quantum Physics (quant-ph); Quantum Gases (cond-mat.quant-gas); Optics (physics.optics),https://arxiv.org/abs/2501.01843,https://arxiv.org/pdf/2501.01843,https://arxiv.org/html/2501.01843v1,https://arxiv.org/format/2501.01843
arXiv:2501.01846,Entanglement transfer between giant atoms in waveguide-QED systems,"Jie Liu, Zhi-Qiang Liu, Yu Sang, Lei Tan","10 page,6 figures",,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01846,https://arxiv.org/pdf/2501.01846,https://arxiv.org/html/2501.01846v1,https://arxiv.org/format/2501.01846
arXiv:2501.01891,Two-cavity-mediated photon-pair emission by one atom,"Gianvito Chiarella, Tobias Frank, Pau Farrera, Gerhard Rempe","9 pages, 8 figures, 5 appendices","Optica Quantum 2, 346-350 (2024)",Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01891,https://arxiv.org/pdf/2501.01891,https://arxiv.org/html/2501.01891v1,https://arxiv.org/format/2501.01891
arXiv:2501.01917,Restoring Heisenberg-Limited Precision in Non-Markovian Open Quantum Systems via Dynamical Decoupling,"Bakmou Lahcen, Ke Zeng, Yu Jiang, Kok Chuan Tan",,,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01917,https://arxiv.org/pdf/2501.01917,,https://arxiv.org/format/2501.01917
arXiv:2501.01953,Quantum Error Correction Without Encoding via the Circulant Structure of Pauli Noise and the Fast Fourier Transform,Alvin Gonzales,Comments are welcome!,,Quantum Physics (quant-ph),https://arxiv.org/abs/2501.01953,https://arxiv.org/pdf/2501.01953,https://arxiv.org/html/2501.01953v5,https://arxiv.org/format/2501.01953
arXiv:2501.02005,Machine Learns Quantum Complexity?,"Dongsu Bak, Su-Hyeong Kim, Sangnam Park, Jeong-Pil Song","18 pages, 8 figures",,Quantum Physics (quant-ph); High Energy Physics - Theory (hep-th),https://arxiv.org/abs/2501.02005,https://arxiv.org/pdf/2501.02005,https://arxiv.org/html/2501.02005v1,https://arxiv.org/format/2501.02005
arXiv:2501.02046,Relational bundle geometric formulation of non-relativistic quantum mechanics,"J. François, L. Ravera","34 pages, 2 figures",,Quantum Physics (quant-ph); High Energy Physics - Theory (hep-th); Mathematical Physics (math-ph),https://arxiv.org/abs/2501.02046,https://arxiv.org/pdf/2501.02046,,https://arxiv.org/format/2501.02046
arXiv:2501.02047,"Equalities and inequalities from entanglement, loss, and beam splitters","Anaelle Hertz, Noah Lupu-Gladstein, Khabat Heshami, Aaron Z. Goldberg","12+4 pages, companion to arXiv:2411.03423, comments warmly welcomed",,Quantum Physics (quant-ph); Mathematical Physics (math-ph); Optics (physics.optics),https://arxiv.org/abs/2501.02047,https://arxiv.org/pdf/2501.02047,https://arxiv.org/html/2501.02047v1,https://arxiv.org/format/2501.02047
arXiv:2501.02114,Relaxation-assisted reverse annealing on nonnegative/binary matrix factorization,"Renichiro Haba, Masayuki Ohzeki, Kazuyuki Tanaka",,,Quantum Physics (quant-ph); Statistical Mechanics (cond-mat.stat-mech); Artificial Intelligence (cs.AI); Machine Learning (cs.LG),https://arxiv.org/abs/2501.02114,https://arxiv.org/pdf/2501.02114,https://arxiv.org/html/2501.02114v1,https://arxiv.org/format/2501.02114
